id_req,desc_cat1,desc_cat2,desc_cat3,desc_cat4,desc_pegText
FP2D,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,SUPPLY HYDROGEN COOLED LYNN GENERATOR [FB2D],SUPPLY LYNN GENERATOR HYDROGEN COOLED
FP2E,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,DELETE TEWAL COOLERS [FP2E],DELETE TEWAL COOLERS
FP2F,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,HIGHER GENERATOR POWER FACTOR [FP2F],HIGHER GENERATOR POWER FACTOR
FP2G,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,LOWER GENERATOR POWER FACTOR [FP2G],LOWER GENERATOR POWER FACTOR
FP2H,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,GENERATOR UPGRADES [FP2H],GENERATOR UPGRADES
FP2I,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,DATA AND SERVICES,PERFORM 50HZ TO 60HZ FREQUENCY CONVERSION STUDY [FP2I],CONVERT 50 TO 60 HZ
FP2J,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,DATA AND SERVICES,PERFORM 60HZ TO 50HZ FREQUENCY CONVERSION STUDY [FP2J],CONVERT 60 TO 50 HZ
FP2K,LOAD EQUIPMENT,GENERATOR MODIFICATIONS,LOAD EQUIPMENT,MODIFY SYNCHRONOUS CONDENSER [FP2K],SYNCHRONOUS CONDENSOR MOD
FP3A,LOAD EQUIPMENT,EXCITATION SYSTEM MOD,LOAD EQUIPMENT,ADD GENERATOR CONTROL PANEL AUTO- CONTROL [FP3A],AUTOMATIC CONTROL
FP3B,LOAD EQUIPMENT,EXCITATION SYSTEM MOD,LOAD EQUIPMENT,REPLACE STATIC EXCITER [FP3B],REPLACE STATIC EXCITER
FP3C,LOAD EQUIPMENT,EXCITATION SYSTEM MOD,LOAD EQUIPMENT,ADD AC-DC EXCITER REGULATOR TRANSFER SWITCH [FP3C],AC/DC EXCITER REG XFER SWITCH
FP3D,LOAD EQUIPMENT,EXCITATION SYSTEM MOD,LOAD EQUIPMENT,CONVERT GENERATOR CONTROL PANEL FROM CARBON PILE TO STATIC REGULATOR [FP3D],FROM CARBON PILE TO STATIC REGULATOR
FP3E,LOAD EQUIPMENT,EXCITATION SYSTEM MOD,LOAD EQUIPMENT,CONVERT GENERATOR CONTROL PANEL FROM ROTATING TO STATIC VOLTAGE REGULATOR [FP3E],FROM ROTATING TO STATIC SYSTEM
FP3F,LOAD EQUIPMENT,EXCITATION SYSTEM MOD,LOAD EQUIPMENT,CONVERT GENERATOR CONTROL PANEL FROM ROTATING TO COMPOUND STATIC VOLTAGE REGULATOR [FP3F],FORM ROTATING TO COMPOUND STATIC SYSTEM
FP3G,LOAD EQUIPMENT,EXCITATION SYSTEM MOD,LOAD EQUIPMENT,CONVERT GENERATOR CONTROL PANEL FROM STATIC TO COMPOUND STATIC VOLTAGE REGULATOR [FP3G],FROM STATIC TO COMPOUND STATIC SYSTEM
FP4A,LOAD EQUIPMENT,GEARS,LOAD EQUIPMENT,REPLACE LOAD GEAR [FP4A],REPLACE LOAD GEAR
FP4B,LOAD EQUIPMENT,GEARS,LOAD EQUIPMENT,REPLACE ACCESSORY GEAR [FB4B],REPLACE ACCESSORY GEAR
FP4C,LOAD EQUIPMENT,GEARS,LOAD EQUIPMENT,MODIFY TURNING GEAR [FP4C],TURNING GEAR MOD
FP4D,LOAD EQUIPMENT,GEARS,LOAD CONTROL,INCREASE LOAD GEAR TURBINE SPEED FROM 5100 TO 5133 RPM [FP4D],LOAD GEAR/TURB SPD INCREASE
FP4E,LOAD EQUIPMENT,GEARS,LOAD CONTROL,INCREASE LOAD GEAR TURBINE SPEED FROM 5100 TO 5163 RPM [FP4E],MS6001 SPEED INCREASE TO 5163 RPM
FP4F,LOAD EQUIPMENT,GEARS,,,6FA load Gear
FP4G,LOAD EQUIPMENT,GEARS,LOAD EQUIPMENT,MODIFY THRUST BEARING RELATIVE TO STAGE 1 BUCKET [FP4G],Thrust bearing (relative to S1B)
FP5A,LOAD EQUIPMENT,AC OR GEC MODIFICATIONS,LOAD EQUIPMENT,PROVIDE AUTO-TRANSFER [FP5A],AUTOTRANSFER - 52AR / 52AS
FP5B,LOAD EQUIPMENT,AC OR GEC MODIFICATIONS,INSTRUMENTATION,ADD INSTRUMENTATION - GAC OR GEC [FP5B],ADD INSTRUMENTATION - GAC OR GEC
FP5C,LOAD EQUIPMENT,AC OR GEC MODIFICATIONS,LOAD CONTROL,SUPPLY NEW VACUUM-TYPE GENERATOR BREAKER [FP5C],SUPPLY NEW VACUUM-TYPE GENERATOR BREAKER
FP5D,LOAD EQUIPMENT,AC OR GEC MODIFICATIONS,LOAD CONTROL,GAC REPLACEMENT OR MODIFICATION [FP5D],GAC REPLACEMENT/MODIFICATION
FQ1A,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,PROVIDE STANDBY AUXILIARIES POWER SUPPLY BREAKER (52AS) [FQ1A],STANDBY AUXILIARIES SUPPLY BREAKER(52AS)
FQ1B,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,ADD AUXILIARY TRANSFORMER [FQ1B],AUXILIARY TRANSFORMER
FQ1C,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,ADD STARTING MOTOR TRANSFORMER [FQ1C],STARTING MOTOR TRANSFORMER
FQ1D,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,ADD SHAFT-DRIVEN AUXILIARY GENERATOR [FQ1D],SHAFT DRIVEN AUXILIARY GENERATOR
FQ1E,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,ADD GAS TURBINE BLACK START CAPABILITY [FQ1E],[OBSOLETE] DIESEL ENGINE-GENERATOR SET
FQ1F,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,ADD MOTOR CONTROL CENTER [FQ1F],MOTOR CONTROL CENTER
FQ1G,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,ADD REDUNDANT POWER SUPPLY [FQ1G],REDUNDANT POWER SUPPLY
FQ1H,STATION & AUXILIARY POWER SYSTEMS,AUXILIARY POWER SUPPLY,ELECTRICAL POWER,ADD UNINTERRUPTABLE POWER SUPPLY [FQ1H],UNINTERRUPTABLE POWER SUPPLY
FQ2A,STATION & AUXILIARY POWER SYSTEMS,BATTERIES AND ACCESSORIES,ELECTRICAL POWER,ADD NI-CAD BATTERY AND ACCESSORIES MOUNTED ON OFF-BASE RACK [FQ2A],BATTERY & ACCESS/NI-CAD(OFF-BASE RACK MTD)
FQ2B,STATION & AUXILIARY POWER SYSTEMS,BATTERIES AND ACCESSORIES,ELECTRICAL POWER,ADD LEAD ACID BATTERY AND ACCESSORIES MOUNTED ON OFF-BASE RACK [FQ2B],BATTERY&ACCESS LEAD ACID(OFF-BASE RACK MTD)
FQ2C,STATION & AUXILIARY POWER SYSTEMS,BATTERIES AND ACCESSORIES,ELECTRICAL POWER,ADD BATTERY CHARGER [FQ2C],BATTERY CHARGER
FR1A,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,ADD SECOND KEY HOLE FOR TP MAINTAINENCE [FR1A],ADD SECOND KEY HOLE FOR TP MAINTAINENCE
FR1B,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO LOW-HEAD-END NON-DLN LINERS [FR1B],LOW NOX LINERS (LHE)
FR1C,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO NON-DLN HEAVY WALL TRANSITION PIECES [FR1C],HEAVY WALL TRANSITION PIECES
FR1D,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO NON-DLN NIMONIC TRANSITION PIECES [FR1D],NIMONIC TRANSITION PIECES
FR1E,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO NON-DLN MULTI-NOZZLE QUIET COMBUSTION [FR1E],MULTI NOZZLE QUIET COMBUSTOR
FR1F,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO DRY LOW NOX COMBUSTION SYSTEM,DRY LOW NOX (9 ppm or 15 ppm)
FR1G,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO THERMAL BARRIER COATED COMBUSTION LINERS [FR1G],TBC COATED LINERS
FR1H,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"UPGRADE TO LATEST NON-DLN  IMPROVED COMBUSTION HARDWARE [FR1H, FR1I, FR1S]",E COMBUSTOR FOR B UNITS
FR1I,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,7C COMBUSTION FOR 7B UNIT [FR1I],7C COMBUSTION FOR 7B UNIT
FR1J,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO SWIRL-COOLED CROSS FIRE TUBES [FR1J],SWIRLCOOLED CROSS FIRE TUBES
FR1K,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,PROVIDE COMBUSTION DYNAMICS VERIFICATION FIELD TEST [FR1K],COMBUSTION DYNAMIC VERIFICATION TESTS-FIELD
FR1L,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO FLOATING SEAL TRANSITION PIECES [FR1L],FLOATING SEAL TRANS PCS
FR1M,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,CYLINDRICAL MOUNT [FR1M],CYLINDRICAL MOUNT
FR1N,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,ADD HARD FACING ON CROSSFIRE TUBES FOR NON-DLN COMBUSTORS [FR1N],HARD FACING ON CROSS FIRE TUBES
FR1P,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO NEW TECHNOLOGY COMBUSTION LINERS FOR NON-DLN COMBUSTORS [FR1P],NEW TECH COMB. LINERS
FR1Q,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO NEW TECHNOLOGY COMBUSTION TRANSITION PIECES FOR NON-DLN COMBUSTORS [FR1Q],NEW TECH TRANSITION PIECES
FR1R,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO HASTELLOY X INNER COMBUSTION ELBOWS FOR NON-DLN COMBUSTORS [FR1R],HASTELLOY X INNER COMBUSTION ELBOWS
FR1S,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"UPGRADE TO LATEST NON-DLN  IMPROVED COMBUSTION HARDWARE [FR1H, FR1I, FR1S]",MS3002 A-G ADVANCE TECH COMBUSTION SYSTEM
FR1T,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO BREECH LOADED FUEL NOZZLE [FR1T],BREECH-LOADED FUEL NOZZLE
FR1U,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,PROVIDE LONGER COMBUSTION CANS [FR1U],LONGER-CANNED COMBUSTOR
FR1V,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,RETROFIT COMBUSTION SYSTEM TO EXTENDOR CONFIGURATION [FR1V],Extendor System-Retrofit Package
FR1W,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"SUPPLY NEW EXTENDOR COMBUSTION SYSTEM [FR1W, FR2X]",Extendor System-New Components
FR1Y,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO WEAR-COATED TRANSITION PIECES [FR1Y],Wear Coated Transition Pieces
FR1Z,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO LOW COKE COMBUSTION SYSTEM [FR1Z],Low Coke Combustion System
FR2A,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,ADD TRANSITION PIECE CLOTH SEALS [FR2A],TP Cloth Seals
FR2B,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPRATE FOR HIGHER FIRING TEMPERATURES WITH CLOTH SEALS [FR2B],UPRATE TP W/CLOTH SEALS
FR2C,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"INCREASE COMBUSTION INSPECTION INTERVAL TO 12,000 HOURS FOR DRY LOW NOX 2.0 [FR2C]",7221 DLN 2.0 12KCI
FR2D,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"UPGRADE TO LATEST DLN  COMBUSTION HARDWARE [FR2D, FR2E, FR2G]",7241 ENHANCED COMB SYST
FR2E,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"UPGRADE TO LATEST DLN  COMBUSTION HARDWARE [FR2D, FR2E, FR2G]",9351 ENHANCED COMB SYST
FR2F,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"UPGRADE TO LATEST DLN  COMBUSTION HARDWARE [FR2D, FR2E, FR2G]",7221 ENHANCED COMB SYST
FR2G,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"INCREASE COMBUSTION INSPECTION INTERVAL TO 32,000 HOURS FOR DRY LOW NOX 2.0 [FR2G]",CI Interval Extension to 32K Hours
FR2H,COMBUSTION SYSTEM,COMBUSTION SYSTEM,,,Obsolete ROBUST EXTENDOR
FR2I,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO DRY LOW NOX FAIRED FUEL NOZZLES [FR2I],DLN 2.0 Faired Fuel Nozzles
FR2J,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO BELLOWS TYPE CROSSFIRE TUBES [FR2J],Bellows Type Outer X-Fire Tube
FR2K,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO 360-DEGREE LOUVERED COMBUSTION LINERS [FR2K],91B 360 Degree Louvered Combustion Liners
FR2L,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO DRY LOW NOX 2.0 FLOW SLEEVE AND LINER [FR2L],9FA DLN 2.0 Flow Sleeve/Liner Mods
FR2M,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,RETROFIT COMBUSTION SYSTEM TO CLEX EXTENDOR CONFIGURATION [FR2M],CLEX System - Retrofit Package
FR2N,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,SUPPLY NEW CLEX EXTENDOR COMBUSTION SYSTEM [FR2N],CLEX System - New Components
FR2P,COMBUSTION SYSTEM,COMBUSTION SYSTEM,,,71EA Easy Tune Liners
FR2Q,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,MODIFY FORWARD CASE FALSE START DRAIN VALVE [FR2Q],Forward Case False Start Drain Flange Modification
FR2R,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,PROVIDE COMBUSTION SYSTEM EFFUSION PLATE [FR2R],6FA effusion plate
FR2S,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,CONVERT TO IGCC [FR2S],Conversion to IGCC
FR2T,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,PROVIDE NEW NIMONIC LINERS [FR2T],Nimonic Liners-New
FR2U,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,RETROFIT NIMONIC LINERS [FR2U],Nimonic Liners-Retrofit
FR2V,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,UPGRADE TO DRY LOW NOX 2.6 LOW PRESSURE DROP COMBUSTION SYSTEM [FR2V],Low dP/P Combustion System
FR2W,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"PROVIDE DRY LOW NOX 2.0,RESONATOR KIT [FR2W]",DLN 2.0 Resonator Kit
FR2X,COMBUSTION SYSTEM,COMBUSTION SYSTEM,COMBUSTION,"SUPPLY NEW EXTENDOR COMBUSTION SYSTEM [FR1W, FR2X]",7EA EXTENDOR COMBUSTION HARDWARE (LIMITED USE) eNPP - 05-161
FS1A,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,,,NI CAD COATED COMPRESSOR BLADES(STG1-8)
FS1B,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 1 BUCKETS WITH VACUUM PLASMA SPRAYED THERMAL BARRIER COATING [FS1B],VPS COATED STAGE 1 BUCKETS
FS1C,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO UNIVERSAL FUEL STAGE 1 NOZZLE [FS1C],UNIVERSAL FUEL STAGE 1 NOZZLE
FS1D,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,ROTORS AND BEARINGS,MODIFY  NUMBER 2 BEARING TO REDUCE DISTRESS [FS1D],#2 BEARING DISTRESS MOD
FS1E,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,ROTORS AND BEARINGS,MODIFY TO UNDERSIZE JOURNAL [FS1E],UNDERSIZE JOURNAL
FS1F,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS," PROVIDE C450 MATERIAL COMPRESSOR, BLADES FOR STAGES 1-8 [FS1F]",C450 COMP BLADES STAGE 1-8
FS1G,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, PROVIDE SERMETEL COATED CMPRSR BLADES [FS1G],SERMETEL COATED COMPRESSOR BLADES
FS1H,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO E-TYPE STAGE 2 NOZZLE [FS1H],STAGE 2 E-TYPE NOZZLE
FS1I,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO E-TYPE STAGE 3 NOZZLE [FS1I],STAGE 3 E-TYPE NOZZLE
FS1J,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 1 NON-COMPOSITE TURBINE WHEEL [FS1J],NON-COMPOSIT STAGE-1 TURBINE WHEEL
FS1K,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO E-TYPE STAGE 1 BUCKET [FS1K],STAGE 1 E-TYPE BUCKET
FS1L,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO E-TYPE STAGE 2 BUCKET [FS1L],STAGE 2 E-TYPE BUCKET
FS1M,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO E-TYPE STAGE 3 BUCKET [FS1M],STAGE 3 E-TYPE BUCKET
FS1N,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO E-TYPE STAGE 1 NOZZLE [FS1N],STAGE 1 E-TYPE NOZZLE
FS1P,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO GTD222+ STAGE 2 NOZZLE [FS1P],GTD222+ STAGE 2 NOZZLE
FS1Q,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 2 NON-COMPOSITE TURBINE WHEEL [FS1Q],NON-COMPOSIT STAGE-2 TURBINE WHEEL
FS1R,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO GTD222+ STAGE 3 NOZZLE [FS1R],GTD222+ STAGE 3 NOZZLE
FS1S,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, ADD CHEMLOY ANTI-SEIZE INLET GUIDE VANE BUSHINGS [FS1S],CHEMLOY ANTI-SEIZE IGV BUSHINGS
FS1T,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,ROTORS AND BEARINGS,UPGRADE INACTIVE THRUST BEARING [FS1T],UPGRADED INACTIVE THRUST BEARING
FS1U,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,INLET AND EXHAUST,REPLACE EXHAUST FRAME [FS1U],EXHAUST FRAME REPLACEMENT
FS1V,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,CASINGS,PROVIDE GTD222 TURBINE SHELL SUPPORT PINS [FS1V],GTD222 TURBINE SHELL SUPPORT PINS
FS1W,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,CASINGS,UPGRADE EXHAUST FRAME COOLING AND SEALING DIFFUSER [FS1W],Exhaust Frame Upgrade - cooling/sealing and diffuser mod
FS1X,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,ROTORS AND BEARINGS,UPGRADE NUMBER 4 BEARING [FS1X],#4 BRG MOD
FS1Y,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,ROTORS AND BEARINGS,PROVIDE UPDRAIN BEARING LINERS [FS1Y],UPDRAIN BEARING LINERS
FS1Z,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,LOAD EQUIPMENT,ADD 60 TOOTH WHEEL TO LOAD EQUIPMENT SHAFT FOR ACCESSORY SPEED SENSOR [FS1Z],ADD 60 TOOTH WHEEL
FS2A,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS,Compressor Re-Blade,NICAD COATED COMPRESSOR BLADE ALL STAGES
FS2B,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS,APPLY SHROUDED STAGE 17 AND EXIT GUIDE VANES [FS2B],SHROUDED STATOR BLADES(STG 17 & EGV)
FS2C,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO TWO-PIECE STAGE 1 SHROUD [FS2C],STAGE 1 SHROUD (2-PIECE)
FS2D,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,INLET AND EXHAUST,UPGRADE EXHAUST FRAME BLOWERS TO 100HP [FS2D],EXHAUST FRAME BLOWERS
FS2E,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, PROVIDE TWO-VANE-PER-SEGMENT STAGE 1 NOZZLE AND SUPPORT RING [FS2E],2-VANE/SEGMENT STG 1 NOZZLE & SUPPORT RING
FS2F,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO GTD111 AIR COOLED STAGE 2 BUCKET [FS2F],GTD 111 AIR-COOLED STAGE 2 BUCKET
FS2G,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO 12-HOLE COOLED STAGE 1 BUCKET [FS2G],12-HOLE-COOLED STAGE 1 BUCKET
FS2H,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPDATE TO TURBULATED COOLING HOLES STAGE 1 BUCKET [FS2H],TURBULATED COOLING HOLES STG 1 BUCKET
FS2I,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO GTD111 UNCOOLED STAGE 2 BUCKET [FS2I],GTD-111 Uncooled Stage 2 Buckets
FS2J,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO IMPROVED COOLING STAGE 1 NOZZLE [FS2J],IMPROVED-COOLING STAGE 1 NOZZLE
FS2K,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO IN738 STAGE 3 BUCKET [FS2K],IN738 STAGE 3 BUCKET
FS2L,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO LATEST DESIGN STAGE 1  NOZZLE [FS2L],MS3002F STAGE 1 NOZZLE
FS2M,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,INLET AND EXHAUST,APPLY ADVANCED TECHNOLOGY EXHAUST DIFFUSER [FS2M],MS3002F ADV TECH DIFFUSER
FS2N,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO LATEST DESIGN STAGE 2  NOZZLE [FS2N],MS3002F STAGE 2 NOZZLE
FS2P,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO INTEGRAL COVERPLACE BUCKETS [FS2P],INTEGRAL COVERPLATE BUCKETS
FS2Q,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO LATEST STAGE 2 BUCKETS [FS2Q],COATED STG 2 BUCKETS
FS2R,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO LATEST STAGE 2 BUCKETS [FS2R],COATED STG 3 BUCKETS
FS2S,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,CASINGS,ADD INNER BARREL COUNTER BOREHOLE COVERS [FS2S],ADD INNER BARRELL COUNTERBORE COVERS
FS2T,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,CASINGS,ADD STAGE 2 SHROUD HONEYCOMB SEALS [FS2T],STG 2 SHROUD HONEYCOMB SEALS
FS2U,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,CASINGS,ADD STAGE 3 SHROUD HONEYCOMB SEALS [FS2U],STG 3 SHROUD HONEYCOMB SEALS
FS2V,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,CASINGS,ADD HIGH PRESSURE PACKING INNER BARREL BRUSH SEAL [FS2V],HPP INNER BARREL BRUSH SEALS
FS2W,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,LOAD EQUIPMENT,APPLY LOW AMBIENT HIGH OUTPUT LOAD SHAFT [FS2W],Low Ambient High Output Load Shaft
FS2X,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,ROTORS AND BEARINGS,UPGRADE NUMBER 2 BEARING TO ADD BRUSH SEAL [FS2X],#2 Bearing Brush Seal
FS2Y,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,HOT GAS PATH,UPGRADE TO NEW MATERIAL STAGE ONE SHROUD [FZ2Y],Stg 1 Shroud(1Pc/New Material)
FS2Z,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 2 NOZZLE TO ADD BRUSH SEALS [FS2Z],Stage 2 Nozzle w/Brush Seals
FS3A,FLANGE TO FLANGE,UNIT ASSEMBLY,DATA AND SERVICES,ASSEMBLE NEW UNIT IN SERVICE SHOP [FS3A],ASSEMBLE NEW UNIT IN SERVICE SHOP
FS4A,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 1 PERIMETER COOLED GTD111 BUCKET [FS4A],PERIMETER COOLED GTD-111 STG 1 BKTS
FS4B,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 2 IMPROVED COOLING BUCKET [FS4B],STAGE 2 BUCKETS  W/IMPROVED  COOLING
FS4C,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 2 BUCKET WITH CUTTER TEETH [FS4C],Stage 2 Cutter Teeth Bkts
FS4D,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 3 BUCKET WITH CUTTER TEETH [FS4D],Stage 3 Cutter Teeth Bkts
FS4E,FLANGE TO FLANGE,FLANGE TO FLANGE CHANGES,AIRFOILS, UPGRADE TO STAGE 3 BUCKET FOR 2055 FIRING TEMPERATURE [FS4E],New Stage 3 Buckets (2055 TF Uprate)
